file_id,file_hash,file_name,parser_version,ingestion_ts,lot_id,sublot_id,part_type,family_id,pkg_type,process_id,design_rev,date_code,job_name,job_rev,test_code,test_temp,flow_id,operator,supervisor,node_name,tester_type,exec_type,exec_ver,facility_id,floor_id,serial_num,eng_id,setup_time,start_time,finish_time,disp_code,station_num,burn_time_min,mode_code,user_text,user_desc
e2a77df87fbf97c1,e2a77df87fbf97c17e8e1a48bb4a702aa2307e1ce6abb41291022269af085958,lot2.stdf,1.0.0,2026-03-24T15:05:57Z,GAL-LOT,02,GOLD8BAR,,,,,,mobile-05,16,E38,,,ews,,galaxy-t,A530,IMAGE V6.3.y2k D8 052200,,,,,,2001-06-05T09:18:06Z,2001-06-05T20:50:22Z,2001-06-05T22:10:08Z,,1,,E,,
