file_id,file_hash,file_name,parser_version,ingestion_ts,lot_id,sublot_id,part_type,family_id,pkg_type,process_id,design_rev,date_code,job_name,job_rev,test_code,test_temp,flow_id,operator,supervisor,node_name,tester_type,exec_type,exec_ver,facility_id,floor_id,serial_num,eng_id,setup_time,start_time,finish_time,disp_code,station_num,burn_time_min,mode_code,user_text,user_desc
7f9e492c365239a3,7f9e492c365239a33491dcdaf5bf43939f202536d2f945e10f1985d0254e8952,demofile.stdf,1.0.0,2026-03-24T15:03:32Z,W118892,03,AB24ROOM,,,,,,ab248ea05,16,Z23,,,ENG,,galaxy-t,A530,IMAGE V6.3.y2k D8 052200,,,,,,2001-06-05T09:18:06Z,2001-06-06T01:13:45Z,2001-06-06T02:48:08Z,,1,,E,,
