file_id,lot_id,head_num,site_grp,site_count,site_nums,handler_type,handler_id,card_type,card_id,load_type,load_id,dib_type,dib_id,cable_type,cable_id,contactor_type,contactor_id,laser_type,laser_id,extra_type,extra_id
e2a77df87fbf97c1,GAL-LOT,1,0,0,,electrogl,,,,,,0,,,,,,,,,
