device_id,file_id,wafer_id,lot_id,part_type,x_coord,y_coord,site_num,head_num,pass_fail,hard_bin,soft_bin,num_tests_run,test_time_ms,part_id,attempt_index,ingestion_ts,ingestion_date
7f9e492c365239a3_134,7f9e492c365239a3,R114792-03,W118892,AB24ROOM,13,-9,0,1,PASS,1,1,72,0,134,0,2026-03-24T15:03:32Z,2026-03-24
7f9e492c365239a3_135,7f9e492c365239a3,R114792-03,W118892,AB24ROOM,14,-9,0,1,PASS,1,1,74,0,135,0,2026-03-24T15:03:32Z,2026-03-24
7f9e492c365239a3_136,7f9e492c365239a3,R114792-03,W118892,AB24ROOM,15,-9,0,1,PASS,1,1,72,0,136,0,2026-03-24T15:03:32Z,2026-03-24
7f9e492c365239a3_137,7f9e492c365239a3,R114792-03,W118892,AB24ROOM,16,-9,0,1,PASS,1,1,72,0,137,0,2026-03-24T15:03:32Z,2026-03-24
7f9e492c365239a3_138,7f9e492c365239a3,R114792-03,W118892,AB24ROOM,17,-9,0,1,PASS,1,1,72,0,138,0,2026-03-24T15:03:32Z,2026-03-24
7f9e492c365239a3_139,7f9e492c365239a3,R114792-03,W118892,AB24ROOM,18,-9,0,1,PASS,1,1,72,0,139,0,2026-03-24T15:03:32Z,2026-03-24
7f9e492c365239a3_140,7f9e492c365239a3,R114792-03,W118892,AB24ROOM,19,-9,0,1,PASS,1,1,72,0,140,0,2026-03-24T15:03:32Z,2026-03-24
7f9e492c365239a3_141,7f9e492c365239a3,R114792-03,W118892,AB24ROOM,20,-9,0,1,PASS,1,1,74,0,141,0,2026-03-24T15:03:32Z,2026-03-24
7f9e492c365239a3_142,7f9e492c365239a3,R114792-03,W118892,AB24ROOM,21,-9,0,1,PASS,1,1,72,0,142,0,2026-03-24T15:03:32Z,2026-03-24
7f9e492c365239a3_143,7f9e492c365239a3,R114792-03,W118892,AB24ROOM,22,-9,0,1,FAIL,8,8,32,0,143,0,2026-03-24T15:03:32Z,2026-03-24
7f9e492c365239a3_144,7f9e492c365239a3,R114792-03,W118892,AB24ROOM,23,-9,0,1,PASS,1,1,74,0,144,0,2026-03-24T15:03:32Z,2026-03-24
7f9e492c365239a3_145,7f9e492c365239a3,R114792-03,W118892,AB24ROOM,24,-9,0,1,FAIL,8,8,29,0,145,0,2026-03-24T15:03:32Z,2026-03-24
7f9e492c365239a3_146,7f9e492c365239a3,R114792-03,W118892,AB24ROOM,25,-9,0,1,FAIL,8,8,29,0,146,0,2026-03-24T15:03:32Z,2026-03-24
7f9e492c365239a3_147,7f9e492c365239a3,R114792-03,W118892,AB24ROOM,26,-9,0,1,FAIL,8,8,29,0,147,0,2026-03-24T15:03:32Z,2026-03-24
7f9e492c365239a3_148,7f9e492c365239a3,R114792-03,W118892,AB24ROOM,27,-9,0,1,FAIL,8,8,29,0,148,0,2026-03-24T15:03:32Z,2026-03-24
7f9e492c365239a3_149,7f9e492c365239a3,R114792-03,W118892,AB24ROOM,28,-9,0,1,FAIL,8,8,29,0,149,0,2026-03-24T15:03:32Z,2026-03-24
7f9e492c365239a3_150,7f9e492c365239a3,R114792-03,W118892,AB24ROOM,23,-9,0,1,PASS,1,1,56,0,150,0,2026-03-24T15:03:32Z,2026-03-24
7f9e492c365239a3_151,7f9e492c365239a3,R114792-03,W118892,AB24ROOM,29,-9,0,1,FAIL,8,8,29,0,151,0,2026-03-24T15:03:32Z,2026-03-24
